,was_home,home_team,away_team,proj_score1,proj_score2,influence_roll,creativity_roll,threat_roll,ict_index_roll,minutes_roll,selected_roll,red_cards,yellow_cards,xP,total_points_x,bonus,clean_sheets,assists,minutes,influence,creativity,threat,ict_index,team_pts,team_rank,xG_diff_team,deep_diff_team,scored_diff_team,opponent_points,gw,opponent_rank,xG_diff_opponent,deep_diff_opponent,scored_diff_opponent,rank_diff,proj_score_diff,team_total_points_cumsum,percent_team_points,position_flag,pos_0,pos_1,pos_2,pos_3,player_name,position,team,total_points_y,point_flag,predictions
179,True,15,7,1.15,1.49,13.114285714285716,7.007142857142858,13.857142857142858,3.392857142857143,48.5,52098.642857142855,0,1,6.8,18,3,1,1,201,111.6,54.2,109.0,27.5,2,17.0,-0.7472885000000002,0.42934782608695654,0.2424242424242424,26,14,3.0,0.24891299999999972,0.42780748663101603,0.5681818181818181,14.0,-0.3400000000000001,338,0.05325443786982249,1,0,1,0,0,David McGoldrick,FWD,Sheffield Utd,18,0,0.23005241
180,True,15,7,1.15,1.49,12.642857142857144,3.7142857142857144,4.5,2.0928571428571425,70.71428571428571,174640.7857142857,0,1,0.2,3,0,0,0,270,36.6,20.3,8.0,6.5,2,17.0,-0.7472885000000002,0.42934782608695654,0.2424242424242424,26,14,3.0,0.24891299999999972,0.42780748663101603,0.5681818181818181,14.0,-0.3400000000000001,338,0.008875739644970414,0,1,0,0,0,Enda Stevens,DEF,Sheffield Utd,3,0,0.018837567
181,True,15,7,1.15,1.49,9.985714285714284,3.8999999999999995,0.2857142857142857,1.4214285714285715,45.285714285714285,40964.71428571428,0,0,2.1,4,0,0,0,270,49.199999999999996,32.8,0.0,8.200000000000001,2,17.0,-0.7472885000000002,0.42934782608695654,0.2424242424242424,26,14,3.0,0.24891299999999972,0.42780748663101603,0.5681818181818181,14.0,-0.3400000000000001,338,0.011834319526627219,0,1,0,0,0,Ethan Ampadu,DEF,Sheffield Utd,4,0,0.017143086
182,True,15,7,1.15,1.49,12.957142857142857,12.178571428571429,11.285714285714286,3.6571428571428575,90.0,171896.07142857142,0,0,3.9,4,0,0,0,270,33.2,18.0,2.0,5.3999999999999995,2,17.0,-0.7472885000000002,0.42934782608695654,0.2424242424242424,26,14,3.0,0.24891299999999972,0.42780748663101603,0.5681818181818181,14.0,-0.3400000000000001,338,0.011834319526627219,0,1,0,0,0,George Baldock,DEF,Sheffield Utd,4,0,0.037535794
183,True,15,7,1.15,1.49,2.8714285714285714,0.17857142857142858,0.0,0.3071428571428572,12.857142857142858,20890.714285714286,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,17.0,-0.7472885000000002,0.42934782608695654,0.2424242424242424,26,14,3.0,0.24891299999999972,0.42780748663101603,0.5681818181818181,14.0,-0.3400000000000001,338,0.0,0,1,0,0,0,Jack O'Connell,DEF,Sheffield Utd,0,0,0.0047075236
184,True,15,7,1.15,1.49,3.914285714285714,0.6071428571428571,1.2142857142857142,0.5714285714285714,32.785714285714285,11606.42857142857,0,1,0.4,2,0,0,0,180,17.4,3.0999999999999996,0.0,2.1,2,17.0,-0.7472885000000002,0.42934782608695654,0.2424242424242424,26,14,3.0,0.24891299999999972,0.42780748663101603,0.5681818181818181,14.0,-0.3400000000000001,338,0.005917159763313609,0,1,0,0,0,Jack Robinson,DEF,Sheffield Utd,2,0,0.02403267
185,True,15,7,1.15,1.49,2.857142857142857,0.0071428571428571435,1.2142857142857142,0.40714285714285714,2.5714285714285716,5706.142857142857,0,0,0.7,7,0,0,0,36,40.0,0.1,17.0,5.7,2,17.0,-0.7472885000000002,0.42934782608695654,0.2424242424242424,26,14,3.0,0.24891299999999972,0.42780748663101603,0.5681818181818181,14.0,-0.3400000000000001,338,0.020710059171597635,0,1,0,0,0,Jayden Bogle,DEF,Sheffield Utd,7,0,0.020511534
186,True,15,7,1.15,1.49,15.357142857142858,1.2857142857142858,2.2142857142857144,1.8928571428571428,77.92857142857143,371756.0,0,1,2.9,3,0,0,0,270,61.8,1.1,17.0,8.0,2,17.0,-0.7472885000000002,0.42934782608695654,0.2424242424242424,26,14,3.0,0.24891299999999972,0.42780748663101603,0.5681818181818181,14.0,-0.3400000000000001,338,0.008875739644970414,0,1,0,0,0,John Egan,DEF,Sheffield Utd,3,0,0.07593995
187,True,15,7,1.15,1.49,4.985714285714286,11.442857142857141,3.0714285714285716,1.9428571428571428,47.214285714285715,15697.57142857143,0,0,6.3999999999999995,8,0,0,1,212,19.4,40.8,10.0,7.0,2,17.0,-0.7472885000000002,0.42934782608695654,0.2424242424242424,26,14,3.0,0.24891299999999972,0.42780748663101603,0.5681818181818181,14.0,-0.3400000000000001,338,0.023668639053254437,3,0,0,0,1,John Fleck,MID,Sheffield Utd,8,0,0.07660693
188,True,15,7,1.15,1.49,8.157142857142857,14.785714285714288,9.571428571428571,3.2499999999999996,54.642857142857146,341880.85714285716,1,0,3.5,-2,0,0,0,39,0.0,15.5,13.0,2.8,2,17.0,-0.7472885000000002,0.42934782608695654,0.2424242424242424,26,14,3.0,0.24891299999999972,0.42780748663101603,0.5681818181818181,14.0,-0.3400000000000001,338,-0.005917159763313609,3,0,0,0,1,John Lundstram,MID,Sheffield Utd,-2,0,0.056188483
